gene.name,BA1,BA2,PBA
Tnp1,0,0,0
Igfbp5,2.245647871,3.125474876,4.018541155
Xrcc5,1.339657797,1.140892792,1.333769472
Tmem169,2.348855355,1.261611536,1.753732633
Pecr,2.008434188,1.662778939,1.451652449
Atic,-0.429957687,-0.674977758,-1.075093351
Fn1,-2.342203584,-2.175045202,-2.009543031
Bard1,1.366523495,1.885042702,1.102659245
Zfand2b,-0.561214064,0,0
Abcb6,0.543858729,0,0
Ankzf1,1.212616011,1.181862151,1.400284884
Glb1l,1.331434146,1.697552861,1.734889542
Stk16,0,0,0.272255984
Tuba4a,-1.376977538,0,-1.669467093
Dnajb2,-0.856446497,-0.778651418,-1.224122954
Ptprn,-5.969834846,-6.571239879,-4.806488683
Slc23a3,0,0,0
Speg,0.625265484,0.692709959,0
Des,-3.220958421,-3.294224771,-1.640701953
Dnpep,0,-0.498268617,-0.191310281
Obsl1,0,0,-0.432713926
Stk11ip,0.718168147,0.814824439,0.959410389
Trip12,-0.22404444,-0.446147518,-0.606366442
Slc16a14,-2.478901034,0,0
Sp100,-5.341302282,-4.507032506,-3.957850094
Itm2c,-0.586724854,-0.57922294,-0.242990886
4933407L21Rik,0,0,0
Spata3,0,0,0
2810459M11Rik,0,0,0
Htr2b,0,-7.827416531,0
Psmd1,0,-0.264722919,-0.165853876
Ncl,0,-0.611438065,-0.936337737
Epha4,0,0,-1.389098599
Nmur1,0,0,0
Ptma,0.948173197,1.124620665,1.143616251
Pde6d,0,0,0.485931715
Cops7b,-0.38972914,0,0.26570367
Nppc,0,0,0
Farsb,0,-0.278719098,0
Alppl2,0,0,0
Ecel1,-3.432000039,0,0
Mrpl44,0,0,0.511106444
Serpine2,-2.957226619,-3.023338155,-2.032213857
Chrnd,-2.670226059,-1.911137002,-4.179270617
Chrng,-4.095615406,-3.220808984,-4.719076681
Eif4e2,-0.5015778,-0.562565972,-1.018010516
Efhd1,0,0,-1.908515627
3110079O15Rik,0,0,0
Ngef,0,0,2.535133444
Ndufa10,0,-0.303854613,0.443138827
Rnpepl1,0,0,0.568937038
Capn10,0,0,0.730516901
Gpr35,-1.854540785,0,0
Agxt,0,0,0
Mterfd2,0,0,0
Pask,1.512272889,1.995154927,1.470685926
Ppp1r7,0.739079291,0.619726866,0.213398606
Sep-02,-0.956078859,-1.24044403,-0.975934232
Stk25,0,0,0.232575441
Bok,0,0,0
Thap4,-0.277553315,-0.288978312,0.720580892
Atg4b,0,0,0.251464257
Dtymk,0.747635975,0.595815993,0.679172615
Ing5,0.3485489,0.257949329,0
Pdcd1,0,0,0
Inpp5d,-2.391633637,-1.484122646,0
Atg16l1,0,0,0
Spp2,0,0,0
Iqca,0,0,0
Mlph,0,0,1.549262914
Rab17,0,0,0
Lrrfip1,-2.134266304,-2.345682135,-2.018962105
Scly,0.361916427,0.6806627,-0.572100379
Klhl30,-2.514388323,-3.009694766,0
Ilkap,0,-0.426804088,-0.348860119
Asb1,-1.043833468,-0.967686046,-0.727520239
Cdh7,4.162707948,3.954154592,3.333033238
Hdac4,-0.309081075,0,-0.73911028
Serpinb8,-3.707988639,-5.142964685,-2.594494506
Cln8,-1.45022673,-1.214442619,-0.856355177
2310035C23Rik,-0.441750145,-0.610463465,-0.655131567
Tnfrsf11a,-3.614059472,-2.555582695,-2.161620883
Htr4,0,0,0
Serpinb11,0,0,0
Slco6c1,0,0,0
Gin1,0.605695746,0,0
Pam,-1.458621718,-2.023211228,1.075140429
Slco6d1,0,0,0
Ccdc93,0.225182259,0.331471259,0
Actr3,-1.075920903,-1.283217469,-0.948229241
Slc35f5,-1.789048166,-1.75957273,-1.196223194
Gpr39,-5.111036994,-3.82570041,-3.003631032
Lypd1,0,2.06312351,0
Tmem163,2.973261803,3.555151894,2.732619171
Acmsd,0,8.259105938,0
Ccnt2,1.091128848,0.863035317,0.518412453
Ubxn4,-0.761494713,-0.827412289,-0.831430032
Lct,2.790323493,2.631813015,2.564523172
Mcm6,1.198948244,1.329646987,0.826191852
Dars,0,-0.291202962,0
Rgs18,0,0,0
Rgs1,-11.44236872,-10.54984134,-5.127917274
Rgs2,0,0,1.041521623
Cdc73,0,-0.451033231,-0.759233778
Cfh,-1.66944249,0,0
F13b,0,0,0
Tsn,0.495908335,0.211397227,0.332209471
Mki67ip,-0.585482216,-0.821184164,-0.383144749
Tfcp2l1,0,0,0
Epb4.1l5,0,0,0
Ptpn4,1.01125411,0.406439165,0
Dbi,0,-0.275732341,0
Sctr,0,0,0
3110009E18Rik,0,0,0
Steap3,-1.980783554,-1.034506808,0
Marco,-11.29188043,-9.934914324,-16.4427211
Nek7,-0.997118065,-0.970977796,-1.216948202
Atp6v1g3,0,0,0
Ptprc,-3.250811743,-2.399374023,-2.695838145
Nr5a2,2.184350533,2.032211521,3.696635758
Cd55,-2.969832301,-1.393998866,0
Daf2,0,0,0
Ddx59,0.440935434,0.472625576,0
C4bp,0,0,0
Cacna1s,-4.758553995,-5.536732034,-5.618356048
Pfkfb2,0.629328792,0.846980678,0
Tmem9,-0.256405948,0,0.368566417
Pkp1,0,1.266278749,0
Tnnt2,-3.291964986,-3.771740234,0
Fcamr,0,0,0
Il20,0,0,0
Pigr,0,0,0
Tnni1,-4.299515552,-4.893398189,-0.98284383
Il24,-8.523527092,-8.887124938,0
Csrp1,-3.841659718,-3.248272095,-2.545103862
Gpr37l1,0,0,0
Srgap2,-0.536955207,-0.343284537,-0.673983532
Arl8a,-2.890155951,-2.343238208,-2.514110864
Eif2d,0,0,0.375155961
Ube2t,0.880299787,1.232382158,1.005471355
Rassf5,-1.43836815,-1.264602825,3.096527483
Avpr1b,0,0,0
Rab7l1,0,0,-0.858059013
Nucks1,0.762784553,0.523883441,0.264647667
Slc45a3,0,1.073374672,0
Elk4,-0.388340666,-0.377733465,-0.669926918
Cdk18,-0.921340699,0,0
Rbbp5,0.283522839,0,0
Nfasc,2.636908734,2.09705586,0
Lrrn2,-0.978368727,0,0
Pik3c2b,2.039326234,2.37490021,1.506834473
Chit1,0,0,0
Syt2,1.30030847,0,0
Klhl12,0.985331879,0.605642457,0.613492448
Cyb5r1,-1.454706398,-1.264200042,-1.002101729
Adipor1,-0.836434158,-0.886123263,-0.371620818
Ppfia4,0,-0.936610771,-1.305323187
Myog,-4.260153978,-3.386526458,-5.072144766
Atp2b4,0.520565911,1.407018385,0.561932524
Zc3h11a,0.223869196,0,0.216422393
Tor1aip1,-0.582842551,-0.336054798,-0.775186445
Lhx4,0,0,0
Xpr1,-0.291833682,0,-0.531863745
Stx6,-0.395022351,-0.22755939,-0.252260469
Mr1,1.868848052,3.052557816,3.281800647
Glul,0.619489397,0.850254776,0.634891903
Rgs16,-4.606079015,-2.866044514,-2.729218435
Lamc1,-1.885538138,-1.709798066,-1.72583918
Lamc2,-1.411872648,-1.65104066,-1.342349331
Ncf2,-4.219651032,0,-2.327872451
Rgl1,0,0,0
Fam129a,-1.69768769,-1.158194574,-2.046916198
Rnf2,-0.286978348,-0.583796779,-0.526491527
Adck3,0,1.800590044,1.913416941
Cdc42bpa,-0.588704411,-0.671284442,-1.082465519
Ahctf1,0,-0.391473235,-0.637723453
Tfb2m,-0.818182015,-0.974826425,-0.840836293
Kif26b,1.318611918,1.850899978,0
Efcab2,1.070746762,1.329569496,0
Parp1,1.480380542,1.292905705,0.666731859
Mixl1,-2.646346872,-4.011077427,-3.950999502
Acbd3,-0.79967149,-1.004353699,-1.126512452
Fam36a,0,0.583792279,0
Pppde1,-0.287962771,-0.698461676,0
Sdccag8,0,0,0
Capn2,-1.492314594,-1.482313882,-1.188148797
Trp53bp2,0,0,0
Srp9,0,0,0
Cnih3,0,-4.223463114,-2.982731343
Nvl,0.287882969,0.316909944,0
Tmem63a,0,1.163096158,0
Pycr2,0,0,0
Wdr64,0,0,0
Opn3,0,0,0.998669633
Fh1,0,0,0.353643194
Rgs7,-2.397052295,-1.750726711,-2.54676799
1810030J14Rik,0,0,0
Spna1,0,1.191909931,0
Ifi202b,-5.320007479,-4.163341736,-3.341996935
Mnda,-4.51775469,-3.41240642,0
Apcs,0,0,0
Dusp23,0,0,0
Ccdc19,0,0,2.267800114
Tagln2,-3.700779458,-4.424644127,-2.893479639
Slamf9,-6.279637549,-5.048582448,0
Copa,-0.747757843,-0.623208109,-0.524216567
Dcaf8,0.998729903,1.045836962,0.336186435
Vangl2,0.770053225,1.05817486,0.978500993
Uck2,0.415913328,0,-0.44636584
Fmo9,0,0,0
Tada1,0.621737674,0.49757667,0.493623486
Dusp27,-1.925671002,-2.359321932,-1.950159756
Pou2f1,1.233316803,0.920440929,0.524869463
Mpzl1,0.437820751,0.466999987,1.000911052
Adcy10,0,0,0
Brp44,0,0,0
Dcaf6,0,0,0
Tbx19,0,0,0
Xcl1,0,0,0
Dpt,0,8.213653876,0
Nme7,0.621699716,0.477316075,0.341765966
Atp1b1,-3.881802563,-4.078040341,0.669222991
Blzf1,-0.368988679,-0.637223341,-0.409325557
4930455F23Rik,0.859781783,0.908346009,1.023500075
F5,0,2.216031675,3.101567016
Selp,0,-4.02295646,0
Sell,0,0,0
Sele,-6.134352034,-7.557256877,-3.379432575
Scyl3,0.597203955,0.398554583,0.70757497
Kifap3,0.441124361,0.38301331,0
Prrx1,0,0,0
Astn1,2.173460295,3.0073283,3.116942325
Sec16b,0,1.450782773,0
1700057K13Rik,0,0,0
Ralgps2,1.555886562,0.792751895,0.706571245
Abl2,-0.677100846,-0.911017187,-0.855378474
Soat1,-0.775278609,-1.040552085,-0.588225009
9430070O13Rik,0,0,0
Nphs2,0,0,0
Smyd2,0.433347063,0.329050999,0.465312983
Ptpn14,-2.732080246,-2.164614539,-2.400358715
Cenpf,2.697696367,2.3922617,0.616406981
Kctd3,-0.535470423,-0.590125029,-0.864499889
Ush2a,0,0,0
Esrrg,0,0,3.250184727
Spata17,0,0,0
Slc30a10,0,1.264363201,0
Eprs,0,-0.186286517,-0.618071093
Cr2,0,0,4.50031101
Bpnt1,-0.39538117,-0.793197075,-1.04806256
Iars2,0.34802186,0.374016661,0.244434319
Mark1,0,0,0
Mosc1,0,0,0
Nek2,0.586114379,0.785383411,-0.340011372
Lpgat1,0,0,-0.520984387
Ppp2r5a,0.302785799,-0.508230281,0.659517887
Tmem206,0,0,0
Atf3,-5.045417388,-4.824830508,-2.313686896
Batf3,0,0,2.682472465
Tatdn3,0,0.633204619,0.93040143
Angel2,1.156559779,1.025906061,0.959815787
Traf5,-2.237598145,-1.893554426,-2.243871321
Irf6,2.138315359,1.852936017,1.986855195
Lamb3,-1.777708186,-1.519993034,1.557932244
Plxna2,0.467277186,0,0
Usf1,0,0,0.664611129
Nmt2,-0.389620887,-0.732261803,-0.249043009
Acbd7,0,0,0
Olah,0,0,0
Suv39h2,0.825169614,0.72542479,0
Dclre1c,0.997120584,1.07029509,0.656311075
1700009P17Rik,0,0,0
Meig1,0,0,0
Fam107b,-1.395686523,-1.862573747,-1.708475827
Fcgr2b,-3.561983957,-2.706872045,-1.79116079
Frmd4a,-1.345513066,-1.011546595,-1.039070341
Dusp12,0,-0.309822326,-0.421289918
Sephs1,1.416395173,1.344599274,0.979001762
Atf6,-1.515594604,-1.548234416,-1.518725791
Phyh,2.357832339,2.430214848,2.418015963
Uhmk1,-0.4173129,-0.677023006,-0.65753604
Ucma,0,0,0
Mcm10,1.067572216,1.422768326,0.672455016
Uap1,-0.63790169,-0.654833041,-0.439233433
Optn,-1.449761831,-1.83846153,-0.720858238
Sh2d1b1,0,0,0
Ddr2,0,0.256629499,-1.120783361
Hsd17b7,0,0,-0.697551575
Ccdc3,0,1.030339411,1.857448915
Rgs5,-2.617661466,-1.373768855,0
Enkur,0,0,0
Nuf2,1.162811289,1.186928434,0
Lmx1a,-2.554502326,0,0
Aldh9a1,0.75033645,0.987959727,0.935019973
Mgst3,-1.147676217,0,0
Fmo3,0,0,0
Fmo4,0,0,0
Mettl13,0,0,0
Vamp4,0.553118482,0,0.357720057
Myoc,0,0,0
Pigc,0,0,0
Tnfsf4,-3.490783364,0,-3.624313735
Prdx6,0,-0.259281197,0
Klhl20,-0.368501994,-0.251403527,-0.668130098
Nsun6,0.464439883,0,0
Cenpl,1.591437732,1.796062437,0.944709162
Dars2,1.52123347,1.367788744,1.22898911
Mrc1,1.066164332,2.000313918,1.155051774
Serpinc1,0,0,0
Stam,-0.586026704,-0.844178264,-0.558897953
Rabgap1l,0.780810867,0.712472947,0.80134957
Trdmt1,0,0,0
Tnn,3.00307835,-8.257070036,0
Cubn,-3.141367208,-3.403064051,-2.952988472
Rsu1,-1.762571545,-1.622204283,-1.619344408
Vim,-3.543266441,-3.286180426,-1.848222132
4930562F07Rik,0,0,0
Pter,1.293323729,1.383681691,1.077914416
4921504E06Rik,0,0,0
Ptf1a,0,0,0
4930426L09Rik,-2.034127335,0,-2.700544513
Pip4k2a,0,0,-0.945279806
Bmi1,0.690916695,0,0
Dnajc1,0,0,-0.892113743
Mllt10,0.393182557,0.549517353,0.384204366
Plxdc2,-2.044342088,-1.745321476,-1.526328438
Nek6,-0.75442113,-0.621528771,0
Psmb7,-0.266516593,-0.65499561,-0.196424631
Nr5a1,0,0,0
Ppp6c,0,-0.264994947,0
Golga1,1.149984707,0.906074863,0.654430327
Arpc5l,0,-0.435480968,-0.502111515
Orc4,0,-0.233996781,-0.354631999
Kif5c,-0.401638245,-0.722829079,-1.276696468
Lypd6b,2.680877468,3.224856708,1.977135899
Mmadhc,-0.531357431,-0.706444356,-0.528867047
Fam188a,-1.360782333,-1.247637165,-1.673430901
Itga8,-2.658468342,-3.01039472,-3.189274692
Il2ra,0,0,0
Spopl,0,0,0
Pfkfb3,-1.325599613,-1.539525365,-0.894647863
4931423N10Rik,0,0,0
Yme1l1,0,-0.262459452,-0.375885881
Prkcq,-2.010945147,0,1.211285756
Mastl,0.96212164,0.974655801,0
Acbd5,-0.395740865,-0.786595972,-0.766084636
Abi2,0.736944594,0.436368574,0.32027268
Pdss1,0,-0.39117617,0
Pkn3,1.06133724,0.766925169,1.377572341
Apbb1ip,-3.202729697,-1.764116756,-2.586131254
Gad2,0,3.347740429,0
Zbtb43,0,0,0
Odf2,0,0.229448228,-0.212644274
Slc2a8,-0.411957497,0.601667633,0.477914092
Lrsam1,-0.81899296,0,-0.637104808
Fam129b,-2.281274943,-2.237873262,-1.189460667
Stxbp1,-0.529103483,-0.60392955,-0.776435643
Coq4,0,0,0
Med27,-1.322524693,-0.7252856,-0.864550159
Ttf1,0,0,0
Barhl1,0,0,0
Ddx31,0,-0.365386447,0.427793379
Ak8,-2.746518588,0,0
1700026L06Rik,0,0,0
Dpm2,-0.748218573,-0.4095127,0
St6galnac6,0.994791996,0.863832997,1.538106205
Tsc1,0,0.217503147,0.222088263
Eng,-1.106626497,-0.604381915,0.330468053
Gfi1b,-3.493401949,-1.33672618,-1.890629245
Gtf3c5,0.325299174,0.563871046,0.57982305
Ak1,-5.469803511,-5.23496729,-2.517427067
Cel,0,0,0
Slc25a25,-1.370502916,-1.140493957,-1.404532232
Ptges2,0,0,0
Ralgds,0.81969162,0.687893206,1.076612864
Lcn2,-4.38849951,0,-8.082786377
Kcnj3,5.090763967,4.263029341,2.916205139
Dnm1,2.624432522,2.862446586,2.47630431
Nr4a2,0,0,0
Gpd2,0,0,0
Galnt5,2.849018592,4.465801529,2.079449554
Gbgt1,0,0,0
Ermn,0,0,0
1700007K13Rik,-6.126761139,-5.755052337,-5.21257776
Cytip,-2.541475283,-2.924690941,-3.04342156
Olfm1,0,0,0.68513004
Acvr1c,0,0,0
Fcnb,0,0,0
Acvr1,-0.979922814,-0.763919416,-0.542979298
Col5a1,-2.32570856,-1.854258787,-1.603543154
Upp2,0,0,0
Lamc3,1.114542753,2.835378455,3.621605597
Fibcd1,0,0,5.911015771
Abl1,0.446048403,0.995553741,0.523883978
Fubp3,-0.478464667,-0.472536191,-0.825463364
Tor1b,0.554001596,0,0.605726686
Tor1a,0,-0.326174544,0
BC005624,-0.710554071,-0.55565038,-1.082362237
Crat,-0.518730649,0,0
Usp20,-0.712693504,-0.309851639,-0.270824119
Dolpp1,-0.592428912,-0.286933043,-0.28405681
Mettl11a,0,0,0
Fam73b,0,0,0.391866218
Sh3glb2,0,0,0.62840673
Hspa5,-0.352246222,-0.908077008,-0.938037731
Kynu,0,3.354886715,0
Gapvd1,0.393900761,0.23484027,0
Psmd5,0.356025658,0,0.402210953
D730039F16Rik,0,0,0
Zeb2,-1.260920476,-1.555905219,-1.184622488
Phf19,0,0,0
Hc,0,0,0
Traf1,-3.631298386,-3.64537454,0
Rab14,-0.520323672,-0.39066572,-0.61465678
Gsn,-2.177456836,-2.073745044,-1.649975202
Stom,-1.188240245,-1.067557863,-1.506148866
4930568D16Rik,0,0,0
Dab2ip,-0.248372083,0,-0.668742486
Ttll11,0,-2.160778413,-1.785671641
Mrrf,0,0,0
Grb14,0.894615107,-0.841282809,2.483375552
Rbm18,0,-0.405722501,-0.562033748
Lhx6,1.450501048,1.185285373,1.564673971
Gca,-1.270337394,-1.508479056,0
Morn5,0,0,0
Ndufa8,-0.729208795,-0.628447305,-0.297264257
Ifih1,-4.132125382,-3.343832049,-2.625047897
Slc4a10,0,0,0
Psmd14,0,-0.687268738,-0.644393652
Strbp,1.368164479,1.117050599,0.475672505
Wdr5,0.238846962,0,0.3927065
Brd3,0.291957117,0.576980948,0
Lcn4,0,0,0
Egfl7,2.74995128,2.44037796,3.391902805
Agpat2,-1.861719443,-1.733110273,0
Notch1,-1.17177504,-1.003976027,0
Sec16a,0,0.18617013,-0.300669324
Inpp5e,0,0.631587031,0.550950523
Pmpca,-0.835170511,-0.856645237,-0.590014407
Sdccag3,0,0,0
Card9,-2.055329661,-1.885790319,0
Gpsm1,0,0,0
1700019N19Rik,0,0,0
Nacc2,0,0.807608815,0.484303635
Camsap1,-0.177799164,0,-0.332217775
Lhx3,0,0,0
Lcn3,0,0,0
Lcn5,0,0,0
Fcna,0,0,0
Tmem141,0.737426171,1.253984642,0.927281774
4921530D09Rik,0,0,0
Mamdc4,2.114107611,2.12681244,1.906612925
Traf2,0,0.325363358,0.41043533
Lcn12,0,0,0
Abca2,1.7755248,2.269699583,1.564442856
Nmi,0,0,0
Neb,-1.949485579,-2.254512192,-5.358919118
2010317E24Rik,4.122797839,3.540349137,2.723195105
Uap1l1,-3.008153704,-2.589656502,-2.775505462
Dpp7,-0.788533149,-0.851378709,-0.384218081
Grin1,0,0,0
Arl6ip6,0,0,0
Lrrc26,0,0,0
Tmem210,0,0,0
Anapc2,0,0.278774942,0.189136163
Ssna1,-0.972699011,-0.864377483,-0.924595763
Fam166a,0,0,0
Rbms1,-1.165813209,-0.916069901,-1.463456839
Itgb6,-1.309784916,-1.51168932,-3.597404921
Arrdc1,0,1.599179537,1.634381176
Zmynd19,0.533904319,0,0
Wdr85,1.586364065,1.680572175,1.578748121
Pax8,0,2.655941895,3.740395643
Mar-07,0.761339082,0.457279885,0
Psd4,-1.619283931,0,0
Ly75,0,0,0
Il1rn,-8.91940375,-5.588273518,-7.67722495
Il1f5,0,0,0
Il1f6,0,0,0
Il1f8,0,0,0
Hnmt,0,0,2.099400875
Baz2b,0.565995503,0.590736646,0
Wdsub1,0.571431766,0.715535269,0.640043554
Dapl1,3.799358012,3.683766859,10.40681033
Pkp4,0.500403561,0,0
Galnt3,0,0,2.297934418
Nup35,0,0,0
Dusp19,-0.563891022,0,-0.94623611
Nckap1,0,-0.636997836,-1.000425146
Frzb,1.807096907,3.221113223,2.165934378
Dnajc10,0.222609725,0,0
Ssfa2,-1.514817819,-1.24682187,-0.94421724
Itga4,-1.085253731,-1.072626842,0
Slc25a12,0.731177421,0.561964308,0.308558502
Ube2e3,1.171419632,0,0.796801205
Dync1i2,0,-0.406000626,-0.21922189
Cwc22,2.245830255,1.479758904,1.065856579
Cybrd1,-0.767629814,0,-0.610605117
Zfp385b,-2.587732159,-2.015201559,0
Hat1,0.395787253,0,0
Xirp2,0,0,0
Stk39,-0.657886942,-1.045702668,0
Lass6,-1.151448499,-0.975814178,-1.074602315
Abcb11,0,0,0
Ssrp1,0,0,-0.536659724
Dhrs9,-10.29710312,-9.366311161,-4.659995817
Lrp2,0.84290268,0,-1.682936577
P2rx3,2.295263167,0,0
Prg3,0,0,0
Prg2,0,0,0
Slc43a3,0.681182062,1.816011353,1.559407387
Slc43a1,0.312390579,0.709697014,0
Timm10,-0.71668188,-1.048419239,-0.680846739
Smtnl1,0,0,0
Ube2l6,-2.552719023,0,-1.238203655
Clp1,0,-0.397695126,0.355369919
Med19,0,0,0
Tfpi,-0.341886738,-0.703599284,-1.425204606
Fastkd1,1.134613997,0,0.633411763
Itgav,-1.465527321,-1.976875051,-1.508051386
Phospho2,-0.505719121,-0.674936786,-0.863955737
Zc3h15,-0.293243608,-0.929112623,-0.898667851
Mtx2,0.519411603,0,0.320191899
Hoxd8,0,0,-1.750219483
Atf2,-0.347333117,-0.400197749,-0.491886674
Chrna1,-5.086005462,-4.934958933,-6.676794592
Ola1,-0.439333362,-0.881694319,-1.218065703
Sp3,0,-0.263599902,0
Itga6,0,0,0.564175312
Kif18a,2.115211037,1.95571242,0.700885605
Fshb,0,0,0
2700007P21Rik,0.840318457,0.766070231,0.421539853
Slc12a6,0,0.319356679,-0.394728584
Tmem85,-1.30550046,-1.03331428,-0.758210707
2410042D21Rik,-0.628541544,-1.239526902,-1.612686347
Nop10,0,0,0.372505803
Lpcat4,-1.854532843,-1.545334996,-1.558575797
4930430A15Rik,0,0,0
Ccdc34,0.946822727,1.191527878,0.913075985
Lin7c,0,-0.689199327,-0.773137132
Commd9,-0.749554982,-0.861179076,0
Traf6,0.501239522,0.432183526,0.248751432
B230118H07Rik,0,0,0
Dnajc24,0.524909732,0,0
Elp4,0.918334639,0.62516844,0.664261204
Pax6,0,0,0
Eif3m,0,0,0
Prrg4,-3.937439037,-3.69115147,-3.642630753
Depdc7,-1.27186504,-0.995383247,-1.390687402
Tcp11l1,0.621182034,1.271657979,0.517636892
Cstf3,0.339174721,0,0
Hipk3,-1.240527721,-1.377277604,-1.333642342
Fbxo3,0.336642882,0,0
Caprin1,0.40586342,0.228951232,0
Nat10,-0.225666563,-0.25840063,-0.428896288
Elf5,4.196471531,10.3614618,4.0807243
Cat,0,0,0
Pamr1,-1.6794631,0,0
Trim44,0,-0.205745855,-0.567758627
Api5,0.257775822,0,-0.258028809
Ttc17,-1.180324866,-0.802715616,-1.166941282
Hsd17b12,-0.792613996,-1.298911658,-0.865370146
4921507L20Rik,0,0,0
Ext2,0,0,0
Gatm,-2.06780515,-1.585852007,-1.204999944
Sema6d,0.851279095,0.85125882,2.030998271
Myef2,1.123512683,0.770270033,0.507023386
Slc12a1,0,0,0
Dut,0.865482071,0.938158824,0.55197456
Fbn1,-1.684361651,-1.492602627,-1.902396047
Cops2,0,-0.321003447,0
Galk2,-0.584213739,-0.614024854,-0.411486101
Fgf7,-3.194865994,-3.170814714,-4.360273652
4930525F21Rik,0,0,0
Meis2,-0.247627001,0.734198153,0.325578288
Cd82,-0.874414554,-1.171165737,-1.350147065
Tspan18,0.383015782,1.458035279,0.820366933
Slc28a2,0,0,0
Syt13,0,0,0
Chst1,-1.405506897,-1.217853571,-1.182277684
Pex16,0,0,0
Mapk8ip1,-0.580161121,-0.286679405,0.308474193
Duoxa1,0,0,0
Duoxa2,0,0,0
Sord,0,0,0
4933406J08Rik,0,0,0
Creb3l1,-5.625006138,-5.137843334,-3.566376523
Patl2,0,0,0
Eif3j,0,-1.137547107,0
Frmd5,1.89912633,0,1.009478429
Mdk,0.760267135,1.043292346,1.698085242
Wdr76,1.212702492,1.425414929,0.373335249
Harbi1,1.299852076,0.814090359,1.383018543
Atg13,-0.58927973,0,-0.4412351
2310003F16Rik,1.203889459,0.704114397,0
Ell3,0,0,0
Arhgap1,-1.458021341,-0.848005068,-0.869549417
Pdia3,-1.025250317,-1.22077186,-1.03808669
F2,-2.945606484,-2.951553822,-4.501311919
Lrp4,0.454570923,0.276817216,0
Mtap1a,0,0,-0.983471233
Arfgap2,-0.249481235,0,0
Pacsin3,0.857054029,1.195265731,1.177993921
Adal,1.049479667,0.93339431,1.081625453
Hao1,0,0,0
Tubgcp4,1.206858821,1.096494796,0.949082417
6330527O06Rik,2.444437697,2.876757836,0
Ubr1,0,0,-0.442509864
Snap25,2.413961916,0,0
Mkks,0.373786642,0,0.371078768
Jag1,-3.449677108,-3.694969347,-1.148355748
2210009G21Rik,0.40812648,0,0
Mtch2,-0.282380179,-0.545940695,-0.446961792
Cdan1,0,0.323294661,0
Haus2,-0.56991389,-0.740909776,0
Lrrc57,-0.794278509,-0.421822825,0
Snap23,0,-0.202191296,-0.769351208
Zfp106,0,0,-0.566416689
Vps39,0,0.251971276,0
Ehd4,-2.52057769,-2.316233082,-2.165490697
Itpka,0,0,9.553109545
Ltk,0,0,0
Tyro3,1.916386105,2.177929731,1.807282447
Ubox5,0,0,0.570437153
Oxt,0,0,0
Ptpra,0,0,-0.272835538
Rtf1,0.804181158,0.671655925,0.178904027
Ndufaf1,0.859642927,0.446807782,0.560626015
Nusap1,1.811842174,1.969068077,0.943799107
4930402H24Rik,-0.598863895,0,-0.4498692
Atrn,-0.674585873,-0.443517687,-0.677354055
Chac1,-2.825637806,-2.675985064,-2.62287135
Dll4,5.292121047,7.120197623,5.26415449
Spint1,2.8330984,3.371496235,4.062046866
Gfra4,2.205517885,2.467521083,2.591639407
Ppp1r14d,0,0,0
Adam33,2.420226705,2.070970962,0
Siglec1,-5.89658029,-4.073759869,-5.723131258
Rad51,0,0.814221772,0
Rpusd2,0,-0.477819367,0
Casc5,2.165489738,1.911953166,0.642971569
1700037H04Rik,-1.375939953,-0.45426102,-0.710487702
Spef1,1.463288706,1.506343304,1.496817381
Cdc25b,1.227989431,1.505045958,0.487808988
D2Ertd750e,1.691300625,1.652779331,0.616709514
Ivd,1.19768714,1.381002108,1.332040016
Smox,0,0.430059888,0.436622953
Adra1d,-5.934231854,-5.59442803,-2.209152341
Prnd,0.776208149,0,-1.312198861
Rassf2,1.285384656,2.043310183,0
Slc23a2,-0.607101307,0,0
5730494N06Rik,0,0.548949595,0.691799335
Pcna,0.576009772,1.001746982,0.283279971
Fsip1,0,3.079580985,3.289185099
4921508D12Rik,0,0,0
Gpcpd1,0.490100781,0.456958019,0.669386109
Rasgrp1,0,0,0
Fam98b,0.207076519,0,-0.259655613
Chgb,0,0,-1.729994947
Spred1,0,-0.324600885,0
Mcm8,1.222269912,1.377091464,1.055117346
Tmco5,0,0,0
Fermt1,2.097109083,1.565061234,2.439290749
Crls1,0,-0.274532654,-0.382274265
Bmp2,-1.56914913,-1.472446582,-0.513144216
Slc27a2,3.890207694,9.536019866,4.976945014
Hdc,0,0,0
Gabpb1,0,0,0
Usp8,-0.512348154,-0.249999906,-0.843725844
Usp50,-8.566742977,0,0
Trpm7,0.237801741,0.280576559,0
2010106G01Rik,0.460703769,0.60922117,0
Stard7,0.991651736,0.736620267,0.733470593
Dusp2,0,-1.615810769,0
Fahd2a,1.089017528,1.656170046,1.915651481
Mrps5,0,0,0
Mal,0,0,0
Prom2,6.650250676,7.90248628,9.086192569
Mall,2.784402726,1.811635531,3.756955783
Nphp1,1.672817741,1.519230055,1.624886394
Bub1,1.585959423,1.475239305,0.85576976
Acoxl,0,0,0
Bcl2l11,0,0.319878791,1.422942875
2310003L22Rik,0.668687373,0,0.681959132
Fbln7,0,1.207580787,1.397401646
Zc3h8,0.555674192,0,0
Ttl,0,0,-0.98066337
Polr1b,0.285557278,0,0.517492777
Slc20a1,-0.673560062,-0.743022277,-0.526455181
Il1b,-6.268202567,-7.759346132,-7.339560566
Il1a,-10.15033824,0,-5.574920205
Pdyn,0,0,0
